dhtTemp,dhthum,LDR value,pressure,altitude,rainValue,rainStatusNum
31.5,71.92,,1014.2,58.59073,,0
31.4,72.56,,1014.2,59.0959,,0
30.5,63.76,,1015.1,59.29615,,0
28.1,67.71,,1015,59.29666,,0
29.2,71.27,,1015.2,63.71789,,0
31.4,71.55,,1016,62.73394,,0
31.4,75.38,,1015.3,62.15677,,0
31.3,70.02,,1013.5,61.81129,,0
31.8,74.36,,1012.1,62.7476,,0
31.7,75.35,,1011.4,62.90594,,0
31.6,68.78,,1012.7,62.73192,,0
28.8,74.06,,1014.8,63.56359,,0
30.1,74.85,,1013.2,63.62228,,0
30.8,65.84,,1012.5,63.51705,,0
31.1,66.12,,1014.2,62.31762,,0
29.9,74.54,,1016.3,61.52348,,0
31.2,69.73,,1017,61.00808,,0
32.2,69.5,,1016.8,61.88058,,0
29.6,73.55,,1015.5,62.40413,,0
31.8,77.78,,1014.5,59.73157,,0
31.2,75.61,,1014.5,59.90604,,0
32.7,82.13,,1015.1,59.08781,,0
32.8,75.21,,1014.2,58.88705,,0
32.9,73.3,,1013.6,58.85267,,0
32.9,68.36,,1013.8,58.86329,,0
32.5,66.63,,1014.1,58.84357,,0
32.8,66.54,,1014.8,59.77961,,0
32.8,65.76,,1013.6,60.41228,,0
31.9,66.97,,1013.5,60.77188,,0
31,66.28,,1012.7,61.09912,,0
31.2,63.17,,1011.5,60.2019,,0
29.3,70.21,,1009.7,60.035,,0
29.2,61.1,,1010.7,60.01326,,0
29,60.54,,1011.8,60.00314,,0
31.4,62.81,,1013,59.87115,,0
31.4,64.92,,1013.8,59.61323,,0
32.7,63.05,,1014.4,59.59604,,0
33.6,63.22,,1012.7,59.68403,,0
31.7,63.49,,1011.6,60.00921,,0
30.7,66.05,,1012.1,56.55614,,0
32,67.51,,1012.4,56.41358,,0
31,64.89,,1013.3,56.08649,,0
29.5,66.79,,1012.9,55.72908,,0
30.7,77.73,,1015.4,55.4192,,0
29.2,62.9,,1014,54.13023,,0
29.1,53.55,,1011.9,54.03116,,0
31.5,53.95,,1011.4,53.80018,,0
31.8,62.71,,1011.5,53.66776,,0
30.7,57.37,,1014.8,53.34935,,0
30.2,50.95,,1016.8,49.93941,,0
31.7,53.57,,1017.8,50.33401,,0
31.6,59.05,,1018.3,50.62505,,0
30.7,58.96,,1016.9,51.11063,,0
26.7,60.08,,1018.3,51.431,,0
30,55.31,,1016,51.87164,,0
29.8,64.88,,1012.1,52.48766,,0
28.3,55.27,,1011.9,54.49314,,0
28.2,62.33,,1012.3,54.96425,,0
28.9,65.6,,1012,55.42476,,0
29.5,67.2,,1010.2,59.46253,,0
29.5,65.44,,1009.9,59.89694,,0
29.2,61.5,,1010.6,60.06939,,0
29.9,61.14,,1012.6,60.39155,,0
30.5,56.06,,1011.6,60.5807,,0
29.8,53.12,,1010.7,60.88163,,0
28.8,70.95,,1011.3,61.44104,,0
29.3,64.5,,1011.1,62.44104,,0
29.2,67.94,,1010.3,2301.18018,,0
30,60.36,,1008.7,2301.18018,,0
28.3,58.6,,1006.6,2301.18018,,0
28.7,60.48,,1007.8,62.78554,,0
29.4,62.85,,1010,63.09867,,0
30.5,46.95,,1010.2,63.45128,,0
30.2,44.01,,1012.1,63.83931,,0
27.4,45.5,,1012.3,63.94201,,0
28.1,52.89,,1011.3,64.4525,,0
28.7,48.65,,1011.1,64.70649,,0
29.5,42.86,,1011.5,65.08749,,0
30.6,60.79,,1010.4,65.01057,,0
31,60.66,,1009.5,64.99692,,0
31,47.7,,1008.7,65.12493,,0
30.6,71.07,,1008,65.27976,,0
28.4,66.25,,1008.5,65.58083,,0
28.2,49.62,,1009.1,65.24181,,0
28.6,60.05,,1010.8,65.34503,,0
27.5,49.33,,1011.7,65.69417,,0
26.6,57.61,,1009.4,65.68709,,0
26.4,59.5,,1008.7,65.91226,,0
27.6,67.16,,1006.7,66.26446,,0
29,70.89,,1007.5,66.44106,,0
28.5,73.52,,1010.5,66.79784,,0
28.8,73.07,,1012.4,66.95977,,0
30.6,79.87,,1010.5,67.10754,,0
29.5,64.26,,1008.6,67.61009,,0
29.9,70.27,,1008.3,67.68854,,0
30.9,75.13,,1007.9,68.18655,,0
29.7,73.47,,1007.7,68.39964,,0
28.6,74.57,,1008.3,68.68662,,0
29.1,67.85,,1010.1,68.78634,,0
29,66.91,,1010.5,69.09155,,0
28.8,63.44,,1009.2,69.0703,,0
28.6,66.46,,1007.6,69.08852,,0
29.7,65.89,,1006.2,68.59451,,0
29.4,71.15,,1007.6,68.18757,,0
29.6,77.72,,1009.8,68.12481,,0
29.7,68.46,,1011.1,67.83582,,0
27.3,70.92,,1011.1,67.42941,,0
26.9,72.79,,1009.6,67.312,,0
27.4,69.44,,1009.1,67.62426,,0
29.3,70.84,,1008.4,67.92033,,0
29.4,72.1,,1008.6,67.81557,,0
29,66.5,,1007.3,61.45773,,0
28.9,56.97,,1007.7,61.63476,,0
28.7,65.22,,1007.9,61.75362,,0
28.8,68.41,,1007.9,61.60188,,0
29.9,77.69,,1006.7,61.92763,,0
29.3,74.05,,1005,62.89987,,0
28.1,74.77,,1005.1,63.43003,,0
29.4,74.75,,1004.8,45.73412,,0
30.1,78.2,,1006.4,44.81752,,0
30.2,72.78,,1007.2,44.50342,,0
28.5,64.97,,1006.7,39.92932,,0
28.5,72.73,,1005.4,39.68502,,0
27.3,67.49,,1006.8,39.55278,,0
29.3,61.64,,1008.5,38.63369,,0
28.7,63.12,,1008,90.27671,,0
27.5,68.01,,1005.1,90.74081,,0
27,80.59,,1005.7,90.66524,,0
29.7,75.27,,1007.2,90.86509,,0
30.4,73.19,,1007.5,90.99849,,0
29.9,69.82,,1008.7,91.41545,,0
31.4,73.07,,1007.5,91.35103,,0
31,73.61,,1006.7,80.93363,,0
30.2,74.29,,1006.3,81.1566,,0
30.6,77.41,,1004.2,81.36488,,0
30.5,74.76,,1003.6,85.81832,,0
30.3,74.44,,1005.1,86.06422,,0
29.1,77.18,,1007.6,86.27006,,0
29.3,74.74,,1006.2,86.48453,,0
30.1,78.01,,1006.6,86.4034,,0
30.7,84,,1005.5,86.4612,,0
31.7,72.18,,1007.6,86.58035,,0
29.6,72.76,,1005.6,86.39174,,0
28.4,83.51,,1004.7,86.19096,,0
27.3,73.31,,1004.8,86.63409,,0
28,82.72,,1003.1,88.21006,,0
29.6,72.94,,1003.4,88.53309,,0
29.9,80.1,,1004,88.85207,,0
30.9,72.4,,1004.3,89.33031,,0
31.5,83.16,,1004.6,89.13506,,0
31.4,83.01,,1004.8,89.72235,,0
31.7,76.65,,1003.6,89.84864,,0
29.3,77.27,,1003.3,89.80553,,0
27.4,76.99,,1003.4,89.94957,,0
27.1,73.02,,1003.6,90.02311,,0
27.6,74.21,,1001.3,,,0
26.1,75.41,,1000.9,,,0
29.1,74.84,,1001.4,,,0
29,78.24,,1003.7,,,0
30.2,88.89,,1005.8,,,0
28.1,81.42,,1004.8,,,0
28.9,78.36,,1001.8,,,0
27.7,80.82,,1001.7,,,0
26.6,80.49,,1003.8,,,0
24.7,76.82,,1004.1,,,0
27.5,77.85,,1001.2,,,0
29.2,80.02,,998.1,,,0
29.6,85.09,,995.6,,,0
28.9,87.28,,994.1,,,0
29.7,86.14,,992.9,,,0
29.8,84.97,,993.4,,,0
30,74.13,,994.7,,,0
29.6,68.16,,996.3,,,0
29.5,59.44,,997.7,,,0
27.4,64.74,,999.2,,,0
25.5,74.93,,999,,,0
24.6,65.27,,998,,,0
26.7,71.26,,999.2,,,0
28.3,84.41,,1001.6,,,0
29,85.29,,1002.1,,,0
26.7,78.94,,1001.5,,,0
26.7,87.96,,1000.9,,,0
25.8,91.18,,1000.3,,,0
26,94.71,,999,,,0
25.9,90.09,,998.8,,,0
25,86.29,,998.8,,,0
23.6,84.87,,1002.8,,,0
24.3,80.25,,1002.7,,,0
24.7,78.41,,1002.2,,,0
25.1,76.87,,1001.9,,,0
26.4,79.13,,1000.9,,,0
27.3,89.11,,1000.1,,,0
26.6,87.82,,1000,,,0
25.5,91.92,,1000.1,,,0
25.6,83.48,,998.9,,,0
25.6,80.53,,997.8,,,0
25.2,84.32,,997.3,,,0
24.7,88.61,,998.5,,,0
25.1,88.25,,998.7,,,0
25.2,84.21,,997.6,,,0
25,85.44,,996.6,,,0
22,85.13,,997.2,,,0
22,87.85,,996.4,,,0
22.6,87.58,,995.4,,,0
25.1,86.69,,995.1,,,0
26.4,90.78,,997.4,,,0
25.7,84.19,,997.9,,,0
23.8,77.51,,997,,,0
21,81.3,,995.2,,,0
20.1,93.45,,993.6,,,0
19.9,94.23,,995.6,,,0
20.3,92.8,,999.2,,,0
20.2,88.91,,1000.9,,,0
20.6,89.87,,1000.6,,,0
19.9,94.33,,1000.7,,,0
20.2,92.5,,999.8,,,0
19.6,91.33,,999.8,,,0
20,90.97,,999.3,,,0
20.5,88.89,,998.6,,,0
20.7,90.7,,998.5,,,0
20.5,94.17,,999.6,,,0
19.9,90.01,,1001.1,,,0
20.1,87.19,,1000.3,,,0
21.3,83.65,,999.9,,,0
21.9,90.66,,999.6,,,0
20.3,91.58,,997.8,,,0
22,91.01,,997.5,,,0
23.1,86.55,,1000.3,,,0
23.4,85.04,,1002.3,,,0
,79.41,,1001.3,,,0
,81.24,,999,,,0
,,,997.3,,,0
